City Feature,Common Name,Address,Website,Longitude,Latitude
Landmarks,Fremont Hotel,3425 Fremont Ave N,http://seattle.gov/neighborhoods/preservation/f.htm,-122.350153,47.650254
Landmarks,Fremont Bridge,Fremont Ave N / N 34th St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.349776,47.647647
Landmarks,George Washington Memorial (Aurora) Bridge,Aurora Ave N / N 34th St,http://seattle.gov/neighborhoods/preservation/g.htm,-122.347268,47.647039
Landmarks,Wallingford Fire And Police Station,1629 N 45th St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.337735,47.661092
Landmarks,*Wallingford Center/Interlake,4416 Wallingford Ave N/1815 N 45th St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.335556,47.660804
Landmarks,Good Shepherd Center,4647 Sunnyside Ave N,http://seattle.gov/neighborhoods/preservation/g.htm,-122.331957,47.663938
Landmarks,*Latona School,401 NE 42nd St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.324033,47.656993
Landmarks,*St Clocks:  Great American Food And Beverage Co.,3119 Eastlake Ave E,http://seattle.gov/neighborhoods/preservation/g.htm,-122.323182,47.64945
Landmarks,University Methodist Episcopal Church And Parsonage,4142 Brooklyn Ave NE,http://seattle.gov/neighborhoods/preservation/u.htm,-122.313987,47.659601
Landmarks,Bethany Presbyterian Church,1818 Queen Anne Ave N,http://seattle.gov/neighborhoods/preservation/b.htm,-122.356579,47.635266
Landmarks,N Queen Anne Dr Bridge,Queen Anne Dr / Warren Ave N,http://seattle.gov/neighborhoods/preservation/n.htm,-122.352163,47.642269
Landmarks,*Hay School,2100 4th Ave N,http://seattle.gov/neighborhoods/preservation/h.htm,-122.348908,47.637919
Landmarks,Nelson/Steinbrueck House,2622 Franklin Ave E,http://seattle.gov/neighborhoods/preservation/n.htm,-122.324261,47.64389
Landmarks,Harvard Mansion,2706 Harvard Ave E,http://seattle.gov/neighborhoods/preservation/h.htm,-122.321725,47.644729
Landmarks,Satterlee House,4866 Beach Drive SW,http://seattle.gov/neighborhoods/preservation/s.htm,-122.40085,47.558099
Landmarks,Fauntleroy Community Church And Ymca,9260 California Ave SW,http://seattle.gov/neighborhoods/preservation/f.htm,-122.38681,47.520812
Landmarks,*Kubota Gardens,9727 Renton Ave S,http://seattle.gov/neighborhoods/preservation/k.htm,-122.266156,47.512847
Landmarks,Leamington Hotel And Apts,317 Marion St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.332381,47.605016
Landmarks,Jensen Block,601-611 Eastlake Ave E,http://seattle.gov/neighborhoods/preservation/j.htm,-122.329524,47.624547
Landmarks,Seattle Times Building,1120 John Street,http://seattle.gov/neighborhoods/preservation/s.htm,-122.335501,47.620109
Landmarks,Troy Laundry Building,311-329 Fairview Ave North,http://seattle.gov/neighborhoods/preservation/t.htm,-122.335143,47.621386
Landmarks,Wintonia Hotel,1431 Minor Ave,http://seattle.gov/neighborhoods/preservation/w.htm,-122.327842,47.613577
Landmarks,Log House Museum Building,3003 61st Av SW,http://seattle.gov/neighborhoods/preservation/l.htm,-122.410943,47.577569
Landmarks,Fir Lodge/ Alki Homestead Restaurant,2717 61st Av SW,http://seattle.gov/neighborhoods/preservation/f.htm,-122.411037,47.578525
Landmarks,Lyon Building,607 Third Avenue,http://seattle.gov/neighborhoods/preservation/l.htm,-122.331944,47.60285
Landmarks,Frederick And Nelson Bldg,500 Pine St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.336251,47.612259
Landmarks,Yesler Houses,103 23rd Av,http://seattle.gov/neighborhoods/preservation/y.htm,-122.302782,47.601912
Landmarks,Summit School/Northwest School,1415 Summit Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.32587,47.613407
Landmarks,Stimson/Green House,1204 Minor Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.325239,47.61167
Landmarks,Ymca Central Branch  South Building,909 4th Ave,http://seattle.gov/neighborhoods/preservation/y.htm,-122.332829,47.605539
Landmarks,U.S. Assay Office/German House,613 9th Ave,http://seattle.gov/neighborhoods/preservation/u.htm,-122.325424,47.605867
Landmarks,Arctic Building,306 Cherry St,http://seattle.gov/neighborhoods/preservation/a.htm,-122.331928,47.603822
Landmarks,Dexter Horton Building,710 2nd Ave,http://seattle.gov/neighborhoods/preservation/d.htm,-122.332767,47.60357
Landmarks,*Old Norway Hall,2015 Boren Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.334722,47.6178
Landmarks,Immaculate Conception Church,820 18th Ave,http://seattle.gov/neighborhoods/preservation/i.htm,-122.308523,47.60987
Landmarks,Twenty-Third Ave Houses Group,820 23rd Ave,http://seattle.gov/neighborhoods/preservation/t.htm,-122.302402,47.609485
Landmarks,Old Fire Station #23,722 18th Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.308533,47.608702
Landmarks,Fire Station #2,2318 4th Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.344456,47.616035
Landmarks,Terminal Sales Building,1932 1st Ave,http://seattle.gov/neighborhoods/preservation/t.htm,-122.342093,47.611103
Landmarks,Dunlap Elementary School,8621 48th Av S,http://seattle.gov/neighborhoods/preservation/d.htm,-122.27456,47.525192
Landmarks,Ford Assembly Plant,1155 Valley St,http://seattle.gov/neighborhoods/preservation/f.htm,-122.333424,47.625515
Landmarks,Space Needle,219 4th Ave N,http://seattle.gov/neighborhoods/preservation/s.htm,-122.349288,47.620507
Landmarks,Emerson Elementary School,9709 60th Ave S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.258753,47.514747
Landmarks,Bryant Elementary School,3311 NE 60th St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.291925,47.67186
Landmarks,M.V. Thea Foss,1111 Fairview Av N,http://seattle.gov/neighborhoods/preservation/m.htm,-122.330443,47.629795
Landmarks,M.V. Malibu,1111 Fairview Av N,http://seattle.gov/neighborhoods/preservation/m.htm,-122.330794,47.62963
Landmarks,Queen Anne Water Tanks #1 And #2,1410 1st Av N,http://seattle.gov/neighborhoods/preservation/q.htm,-122.355096,47.631405
Landmarks,Camlin Hotel,1619 9th Av,http://seattle.gov/neighborhoods/preservation/c.htm,-122.332806,47.613864
Landmarks,Gas Works Park,1901 N Northlake Way,http://seattle.gov/neighborhoods/preservation/g.htm,-122.33484,47.645489
Landmarks,Parsons Memorial Garden,618 W Highland Dr,http://seattle.gov/neighborhoods/preservation/p.htm,-122.366089,47.629887
Landmarks,West Queen Anne Walls,8th Pl W / 7th Ave W,http://seattle.gov/neighborhoods/preservation/w.htm,-122.367698,47.63109
Landmarks,Belltown Cottages,"2512, 2512A & 2516 Elliott Ave",http://seattle.gov/neighborhoods/preservation/b.htm,-122.350797,47.613872
Landmarks,Van Vorst Building,415 Boren Av N,http://seattle.gov/neighborhoods/preservation/v.htm,-122.336223,47.622608
Landmarks,Magnolia Library,2801 34th Av W,http://seattle.gov/neighborhoods/preservation/m.htm,-122.401388,47.6453
Landmarks,Pier 59,1415 Alaskan Way,http://seattle.gov/neighborhoods/preservation/p.htm,-122.342524,47.607401
Landmarks,Old Fire Station #33,10235 62nd Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.256382,47.508761
Landmarks,Hainsworth/Gordon House,2657 37th Ave SW,http://seattle.gov/neighborhoods/preservation/h.htm,-122.378408,47.579995
Landmarks,*Gatewood School,4320 SW Myrtle St,http://seattle.gov/neighborhoods/preservation/g.htm,-122.389415,47.540291
Landmarks,Langston Hughes Cultural Arts Center,104 17th Ave S,http://seattle.gov/neighborhoods/preservation/l.htm,-122.309877,47.601409
Landmarks,Black Manufacturing Building,1130 Rainier Ave S,http://seattle.gov/neighborhoods/preservation/b.htm,-122.308951,47.593103
Landmarks,Victorian House,1414 S Washington St,http://seattle.gov/neighborhoods/preservation/v.htm,-122.313448,47.601099
Landmarks,Old Main St School,307 6th Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.326604,47.599705
Landmarks,Chinese Community Bulletin Board,511 7th Ave S,http://seattle.gov/neighborhoods/preservation/c.htm,-122.324132,47.598024
Landmarks,Eastern Hotel,506 Maynard Ave S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.324683,47.598025
Landmarks,Hoge Building,705 2nd Ave,http://seattle.gov/neighborhoods/preservation/h.htm,-122.333669,47.603022
Landmarks,Flatiron Building,551 1st Ave S,http://seattle.gov/neighborhoods/preservation/f.htm,-122.334427,47.596805
Landmarks,*Franklin High School,3013 Mt. Baker Blvd S,http://seattle.gov/neighborhoods/preservation/f.htm,-122.293004,47.576128
Landmarks,Cleveland High School,5511 15th Ave S,http://seattle.gov/neighborhoods/preservation/c.htm,-122.314253,47.552259
Landmarks,Old Georgetown City Hall,6202 13th Ave S,http://seattle.gov/neighborhoods/preservation/o.htm,-122.315819,47.547565
Landmarks,Handschy/Kistler House,2433 9th Ave W,http://seattle.gov/neighborhoods/preservation/h.htm,-122.369276,47.640558
Landmarks,Ballard/Howe House,22 W Highland Dr,http://seattle.gov/neighborhoods/preservation/b.htm,-122.357569,47.629881
Landmarks,Church Of The Blessed Sacrament And Rectory,5041 9th Ave NE,http://seattle.gov/neighborhoods/preservation/c.htm,-122.318744,47.666547
Landmarks,Fremont Trolley Barn/Red Hook Ale Brewery,3400 Phinney Ave N,http://seattle.gov/neighborhoods/preservation/f.htm,-122.352854,47.650557
Landmarks,Fisher-Howell House,2819 Franklin Ave E,http://seattle.gov/neighborhoods/preservation/f.htm,-122.324453,47.646245
Landmarks,Boyer/Lambert House,1617 Boyer Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.299996,47.633948
Landmarks,Hebrew Academy/Old Forest Ridge Convent And Site,1617 Interlaken Dr E,http://seattle.gov/neighborhoods/preservation/h.htm,-122.307953,47.634743
Landmarks,Samuel Hyde House,3726 E Madison St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.284484,47.631837
Landmarks,Ellsworth Storey House #1,260 Dorffel Dr E,http://seattle.gov/neighborhoods/preservation/e.htm,-122.284516,47.621055
Landmarks,Brehm Brothers House #2,221 36th Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.287218,47.620841
Landmarks,James W Washington Jr. Home And Studio,1816 26th Ave,http://seattle.gov/neighborhoods/preservation/j.htm,-122.298186,47.61827
Landmarks,1st Church Of Christ Scientist,1519 E Denny Wy,http://seattle.gov/neighborhoods/preservation/f.htm,-122.311823,47.618027
Landmarks,Hillcrest Apartment Building,1616 E Howell St,http://seattle.gov/neighborhoods/preservation/h.htm,-122.310516,47.617859
Landmarks,*Seattle Art Museum At Volunteer Park,1400 E Prospect St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.314319,47.630294
Landmarks,Seattle Fire Station #38,5503 33rd Ave NE,http://seattle.gov/neighborhoods/preservation/s.htm,-122.292954,47.668707
Landmarks,*Laurelhurst Community Center,4554 NE 41st St,http://seattle.gov/neighborhoods/preservation/l.htm,-122.277921,47.659159
Landmarks,Galbraith Hse/Seattle Mental Health,1729 17th Ave,http://seattle.gov/neighborhoods/preservation/g.htm,-122.310517,47.617361
Landmarks,Seattle Fire Station #14,3224 4th Ave S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.328561,47.5746
Landmarks,Seattle Fire Station #17,1010 NE 50th St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.316762,47.665158
Landmarks,Seattle Fire Station #41,2416 34th Ave W,http://seattle.gov/neighborhoods/preservation/s.htm,-122.400642,47.640152
Landmarks,Wilsonian Apt Bldg Ballroom Gar,4710 University Way NE,http://seattle.gov/neighborhoods/preservation/w.htm,-122.312668,47.663221
Landmarks,*Colman School (Former),2300 S Massachusetts St,http://seattle.gov/neighborhoods/preservation/c.htm,-122.301835,47.589347
Landmarks,Medical Dental Building,509 Olive Way,http://seattle.gov/neighborhoods/preservation/m.htm,-122.336649,47.612729
Landmarks,Sigma Kappa Mu Chapter Hse,4510 22nd Ave NE,http://seattle.gov/neighborhoods/preservation/s.htm,-122.304425,47.661602
Landmarks,Fourteenth Ave W Group,2008 14th Ave W,http://seattle.gov/neighborhoods/preservation/f.htm,-122.37491,47.636862
Landmarks,Mcgraw Square/Mcgraw Place,5th Ave / Stewart St,http://seattle.gov/neighborhoods/preservation/m.htm,-122.337589,47.612959
Landmarks,*Lake Washington Bicycle Path,Interlaken Blvd between Delmar E and 24th Ave E,http://seattle.gov/neighborhoods/preservation/l.htm,-122.317121,47.642177
Landmarks,Fireboat Duwamish Hiram Chittenden Locks,Hiram Chittenden Locks,http://seattle.gov/neighborhoods/preservation/f.htm,-122.394649,47.66595
Landmarks,Georgetown Steam Plant Sw Of King Co.,south of King County airport/Boeing Field,http://seattle.gov/neighborhoods/preservation/g.htm,-122.31763,47.550922
Landmarks,*Queen Anne Boulevard,,http://seattle.gov/neighborhoods/preservation/q.htm,-122.351921,47.640001
Landmarks,Lacey V Murrow Bridge & E Portals Of The Mt Baker Tunnels,,http://seattle.gov/neighborhoods/preservation/l.htm,-122.284405,47.589893
Landmarks,Coca Cola Building,1313 E Columbia,,-122.31449,47.6089
Landmarks,Mgm Building,2331 2nd Ave,,-122.34703,47.61452
Landmarks,Securities Building,1904 3rd Ave,,-122.33903,47.61229
Landmarks,Naval Reserve Armory,860 Terry Ave,,-122.32527,47.6078
Landmarks,Lake City School,2611 NE 125th,,-122.29966,47.719
Landmarks,Parker-Fersen House,1409 E Prospect St,http://seattle.gov/neighborhoods/preservation/p.htm,-122.313934,47.628202
Landmarks,Moore Mansion,811 14th Ave E,http://seattle.gov/neighborhoods/preservation/m.htm,-122.314924,47.626508
Landmarks,Maryland Apartments,626 13th Ave E,http://seattle.gov/neighborhoods/preservation/m.htm,-122.315353,47.624897
Landmarks,St Spiridon Russian Orthodox Cathedral,400 Yale Ave N,http://seattle.gov/neighborhoods/preservation/s.htm,-122.330065,47.622148
Landmarks,San Remo Apartment Building,606 E Thomas St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.323744,47.621015
Landmarks,Immanual Lutheran Church,1215 Thomas St,http://seattle.gov/neighborhoods/preservation/i.htm,-122.33262,47.620661
Landmarks,Brace/Moriarty House,170 Prospect St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.353045,47.629195
Landmarks,Times Square Building,414 Olive Way,http://seattle.gov/neighborhoods/preservation/t.htm,-122.337909,47.612671
Landmarks,Schillestad Building,2111 1st Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.344692,47.611988
Landmarks,Moore Theatre And Hotel Building,1932 2nd Ave,http://seattle.gov/neighborhoods/preservation/m.htm,-122.341086,47.611736
Landmarks,Shafer Building/6th And Pine Building,515 Pine St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.335508,47.611865
Landmarks,Decatur Building,1521 6th Ave,http://seattle.gov/neighborhoods/preservation/d.htm,-122.335261,47.611595
Landmarks,New Pacific Apartment Building,2602 1st Ave,http://seattle.gov/neighborhoods/preservation/n.htm,-122.349608,47.615587
Landmarks,Hull Building,2403 1st Ave,http://seattle.gov/neighborhoods/preservation/h.htm,-122.348282,47.614052
Landmarks,Liggett/4th And Pike Building,1424 4th Ave,http://seattle.gov/neighborhoods/preservation/l.htm,-122.336084,47.610065
Landmarks,J.S. Graham Store/Doyle Building,119 Pine St,http://seattle.gov/neighborhoods/preservation/j.htm,-122.34001,47.609976
Landmarks,Great Northern Building,1404 4th Ave,http://seattle.gov/neighborhoods/preservation/g.htm,-122.335578,47.609522
Landmarks,1411 4th Ave Building,1411 4th Ave,http://seattle.gov/neighborhoods/preservation/,-122.336377,47.609352
Landmarks,84 Union Building/U.S. Immigration Building,84 Union St,http://seattle.gov/neighborhoods/preservation/u.htm,-122.339993,47.607657
Landmarks,Holyoke Building,107 Spring St,http://seattle.gov/neighborhoods/preservation/h.htm,-122.336424,47.605389
Landmarks,Exchange Building,821 2nd Ave,http://seattle.gov/neighborhoods/preservation/e.htm,-122.334881,47.604057
Landmarks,Colman Building,810 1st Ave,http://seattle.gov/neighborhoods/preservation/c.htm,-122.33569,47.603556
Landmarks,St Nicholas Russian Orthodox Cathedral,1714 13th Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.315182,47.616957
Landmarks,1st African Methodist Episcopal Church,1522 14th Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.313852,47.614926
Landmarks,Bon Marche,300 Pine St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.338596,47.611465
Landmarks,*St Clocks:  Century Square,1529 4th Ave,http://seattle.gov/neighborhoods/preservation/c.htm,-122.337519,47.610843
Landmarks,Olympic Tower,217 Pine St,http://seattle.gov/neighborhoods/preservation/o.htm,-122.33885,47.610372
Landmarks,Northern Bank And Trust/Seaboard Building,1506 Westlake Ave,http://seattle.gov/neighborhoods/preservation/n.htm,-122.336492,47.610571
Landmarks,*St Clocks:  Carrolls Jewelers,1427 4th Ave,http://seattle.gov/neighborhoods/preservation/c.htm,-122.336871,47.609914
Landmarks,Mann Building,1411 3rd Ave,http://seattle.gov/neighborhoods/preservation/m.htm,-122.337382,47.608818
Landmarks,*Seattle Tower,1212 3rd Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.335416,47.607558
Landmarks,1st Avenue Groups/Waterfront Center:  Beebe Building,1013 1st Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.336818,47.604889
Landmarks,1st Avenue Groups/Waterfront Center:  National Building,1006-1024 1st Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.33728,47.604626
Landmarks,Paramount Theatre And Building,901 Pine St,http://seattle.gov/neighborhoods/preservation/p.htm,-122.331613,47.613484
Landmarks,Trinity Parish Episcopal Church,609 8th Ave,http://seattle.gov/neighborhoods/preservation/t.htm,-122.326432,47.605212
Landmarks,Rainier Club,810 4th Ave,http://seattle.gov/neighborhoods/preservation/r.htm,-122.331599,47.605107
Landmarks,Old Fire Station #25,1400 Harvard Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.32175,47.613183
Landmarks,Seattle 1st Baptist Church,1121 Harvard Ave,http://seattle.gov/neighborhoods/preservation/s.htm,-122.322088,47.612262
Landmarks,Old Fire Station #3,301 Terry Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.322289,47.603887
Landmarks,Beacon Hill 1st Baptist Church,1607 S Forest St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.311761,47.577557
Landmarks,Ellsworth Storey Historic Cottages Group #2,1727 36th Ave S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.287121,47.586643
Landmarks,Victorian Row Apartment Building,1237 S King St,http://seattle.gov/neighborhoods/preservation/v.htm,-122.315663,47.598587
Landmarks,Black Property,1319 12th Ave S,http://seattle.gov/neighborhoods/preservation/b.htm,-122.317658,47.590929
Landmarks,L. C. Smith Building (Smith Tower),506 2nd Ave,http://seattle.gov/neighborhoods/preservation/l.htm,-122.331753,47.601931
Landmarks,P.P. Ferry House/Old Deanery Of St Marks Cathedral,1531 10th Ave E,http://seattle.gov/neighborhoods/preservation/p.htm,-122.320646,47.633153
Landmarks,West Queen Anne Elementary School,515 W Galer St,http://seattle.gov/neighborhoods/preservation/w.htm,-122.363798,47.63189
Landmarks,Stuart/Balcom House,619 W Comstock St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.365326,47.63024
Landmarks,Parsons House,618 W Highland Dr,http://seattle.gov/neighborhoods/preservation/p.htm,-122.36539,47.629942
Landmarks,Chelsea Apartment Building,620 W Olympic Pl,http://seattle.gov/neighborhoods/preservation/c.htm,-122.365644,47.627943
Landmarks,Bowen/Huston Bungalow,715 W Prospect St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.367061,47.628611
Landmarks,Del A Mar Apartment Building,115 W Olympic Pl,http://seattle.gov/neighborhoods/preservation/d.htm,-122.358917,47.626515
Landmarks,*St Clocks:  West Earth Co.,406 Dexter Ave N,http://seattle.gov/neighborhoods/preservation/w.htm,-122.342081,47.622397
Landmarks,Ward House,520 E Denny Way,http://seattle.gov/neighborhoods/preservation/w.htm,-122.324366,47.618676
Landmarks,Anhalt Apartment Building,1005 E Roy St,http://seattle.gov/neighborhoods/preservation/a.htm,-122.319475,47.625512
Landmarks,*Stevens School,1242 18th Ave E,http://seattle.gov/neighborhoods/preservation/s.htm,-122.307931,47.63188
Landmarks,*St Josephs Church,732 18th Ave E,http://seattle.gov/neighborhoods/preservation/s.htm,-122.308007,47.626451
Landmarks,Capitol Hill United Methodist Church,128 16th Ave E,http://seattle.gov/neighborhoods/preservation/c.htm,-122.311053,47.619432
Landmarks,Epiphany Chapel,3719 E Denny Way,http://seattle.gov/neighborhoods/preservation/e.htm,-122.286524,47.617989
Landmarks,Barnes Building,2320 1st Ave,http://seattle.gov/neighborhoods/preservation/b.htm,-122.346957,47.613993
Landmarks,*Joshua Green Building,1425 4th Ave,http://seattle.gov/neighborhoods/preservation/j.htm,-122.336655,47.609825
Landmarks,1st Avenue Groups/Waterfront Center:  Globe Building,1007 1st Ave,http://seattle.gov/neighborhoods/preservation/f.htm,-122.336694,47.604752
